SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.74166,-2.82388
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D1,NK,control,NA,NK,CXCL6,-2.74166,-2.70565
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL6,-2.74166,-3.32708
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D3,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.74166,-3.06416
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D2,NK,control,NA,NK,CXCL6,-2.74166,-2.67027
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D1,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.74166,-2.76306
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D2,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.74166,-3.28596
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D1,NK,IL-12 + IL-18,NA,NK,CXCL6,-2.74166,-3.23187
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.74166,-3.49527
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D1,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.74166,-3.03035
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D2,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.74166,-3.33207
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL6,-2.74166,-2.8762
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P80162,OID00534,D3,NK,control,NA,NK,CXCL6,-2.74166,-2.80089
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.53731,-1.31884
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,NK,IL-12 + IL-18,NA,NK,CXCL10,0.53731,-0.06971
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.53731,-0.46024
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.53731,-0.8661
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.53731,-1.20047
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.53731,0.07319
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.53731,-0.30444
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.53731,-0.47847
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.53731,-1.21547
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.53731,1.93723
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.53731,1.30327
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.53731,0.50617
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,NK,IL-12 + IL-18,NA,NK,CXCL10,0.53731,3.46357
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.53731,-0.49665
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.53731,-0.29585
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,NK,control,NA,NK,CXCL10,0.53731,-0.32536
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.53731,0.32484
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.53731,-0.43073
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,NK,control,NA,NK,CXCL10,0.53731,-0.3126
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.53731,0.0136
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.53731,-0.39048
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,NK,IL-12 + IL-18,NA,NK,CXCL10,0.53731,3.85174
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.53731,-0.44192
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D1,CD8T,PMA + Ionomycin,NA,CD8T,CXCL10,0.53731,0.58661
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D2,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.53731,-0.2542
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.53731,-0.58695
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,P02778,OID00535,D3,NK,control,NA,NK,CXCL10,0.53731,0.00605
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,-0.19592,-0.06117
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,NK,IL-12 + IL-18,NA,NK,4E-BP1,-0.19592,-0.28053
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,-0.19592,1.20371
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.02081
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,-0.12962
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,-0.03367
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.38359
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,-0.19592,-0.07172
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.40115
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,3.39181
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.78857
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.13355
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,NK,IL-12 + IL-18,NA,NK,4E-BP1,-0.19592,-0.29236
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,control,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.15822
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.15777
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,NK,control,NA,NK,4E-BP1,-0.19592,-0.35062
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,4E-BP1,-0.19592,-0.02544
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.29081
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,NK,control,NA,NK,4E-BP1,-0.19592,-0.15608
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.10711
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,-0.19592,-0.19196
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,NK,IL-12 + IL-18,NA,NK,4E-BP1,-0.19592,-0.45405
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.15658
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D1,CD8T,PMA + Ionomycin,NA,CD8T,4E-BP1,-0.19592,-0.4507
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D2,MAIT,control,CD56neg,CD56- MAIT,4E-BP1,-0.19592,0.52545
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,4E-BP1,-0.19592,0.45248
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q13541,OID00536,D3,NK,control,NA,NK,4E-BP1,-0.19592,-0.65711
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.61424,-3.44863
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,NK,IL-12 + IL-18,NA,NK,IL-20,-2.61424,-3.03036
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.61424,-3.26158
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.61424,-3.07247
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.61424,-3.03389
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.61424,-2.96641
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.61424,-3.18171
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.61424,-3.25173
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.61424,-3.05294
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.61424,-3.07982
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.99378
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.95484
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,NK,IL-12 + IL-18,NA,NK,IL-20,-2.61424,-2.95742
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,control,CD56pos,CD56+ MAIT,IL-20,-2.61424,-2.9994
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.61424,-2.83717
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,NK,control,NA,NK,IL-20,-2.61424,-3.07945
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.97014
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.76756
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,NK,control,NA,NK,IL-20,-2.61424,-2.94625
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.99345
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.61424,-2.96942
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,NK,IL-12 + IL-18,NA,NK,IL-20,-2.61424,-3.15029
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,IL-20,-2.61424,-3.24446
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D1,CD8T,PMA + Ionomycin,NA,CD8T,IL-20,-2.61424,-3.06003
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D2,MAIT,control,CD56neg,CD56- MAIT,IL-20,-2.61424,-2.87469
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,IL-20,-2.61424,-2.8184
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NYY1,OID00537,D3,NK,control,NA,NK,IL-20,-2.61424,-2.97662
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02061,-1.1267
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02061,0.23073
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.54022
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.95406
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.76488
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02061,0.16778
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.55291
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02061,-0.55436
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02061,-1.17113
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.57054
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.70378
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.17587
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02061,-0.62196
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,control,CD56pos,CD56+ MAIT,SIRT2,0.02061,-1.19669
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.34481
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,NK,control,NA,NK,SIRT2,0.02061,-0.28812
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.91598
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.07493
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,NK,control,NA,NK,SIRT2,0.02061,-0.6998
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.87788
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02061,-0.50121
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,NK,IL-12 + IL-18,NA,NK,SIRT2,0.02061,-0.19665
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.25539
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D1,CD8T,PMA + Ionomycin,NA,CD8T,SIRT2,0.02061,-0.51609
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D2,MAIT,control,CD56neg,CD56- MAIT,SIRT2,0.02061,-0.0435
D3 CD56+ M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,SIRT2,0.02061,-0.38303
D3 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q8IXJ6,OID00538,D3,NK,control,NA,NK,SIRT2,0.02061,-0.51062
D3 CD56- M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.51418
D3 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,NK,IL-12 + IL-18,NA,NK,CCL28,-2.3353,-2.59207
D3 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.63474
CD56-M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.81676
CD56+M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,control,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.74597
D2 CD56+M PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.39828
CD56+M PI D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.60894
D3 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,CD8T,PMA + Ionomycin,NA,CD8T,CCL28,-2.3353,-2.56561
D2 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,control,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.68456
CD56+M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.41622
CD56-M cyto D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.73841
D2 CD56-MPI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.59768
D2 NK 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,NK,IL-12 + IL-18,NA,NK,CCL28,-2.3353,-2.79582
D3 CD56+M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,MAIT,control,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.44494
D2 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.76918
D1 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,NK,control,NA,NK,CCL28,-2.3353,-2.36258
D2 CD56-M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.83718
D3 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.49974
D2 NK ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,NK,control,NA,NK,CCL28,-2.3353,-2.42182
CD56-M D1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.7944
D2 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,CD8T,PMA + Ionomycin,NA,CD8T,CCL28,-2.3353,-2.56828
D1 NK c 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,NK,IL-12 + IL-18,NA,NK,CCL28,-2.3353,-2.14966
D3 CD56+M 1 c,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D3,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL28,-2.3353,-2.91205
D1 CD8T PI 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D1,CD8T,PMA + Ionomycin,NA,CD8T,CCL28,-2.3353,-2.13226
D2 CD56-M ctrl 1,Intensity Normalized (v.2),Olink Inflammation,1,0,Q9NRJ3,OID00539,D2,MAIT,control,CD56neg,CD56- MAIT,CCL28,-2.3353,-2.63536
